,Date,Country,Energy,Production,Urban Population,Population Growth,Population,GDP in $,CO2 Emission
1769,1993,Africa,hydro,56.68250726793024,159086059.0,2.74481930693354,553020362.0,315308704270.542,458492.822286055
1778,1994,Africa,hydro,57.5960485671106,165682794.0,2.7217164202717,568072008.0,310652448774.628,466742.1248187521
1787,1995,Africa,hydro,59.768876874666944,172359341.0,2.70058245855338,583413261.0,356222737428.803,500758.62881921796
1796,1996,Africa,hydro,62.316458674204036,179183259.0,2.68326399937624,599067779.0,367775706181.72296,511091.678739255
1805,1997,Africa,hydro,63.852497562224364,186236499.0,2.66857817435712,615054371.0,382330961343.941,532827.7360952339
1814,1998,Africa,hydro,66.65488787923634,193440991.0,2.65769755825376,631400656.0,368923301966.081,519714.277543901
1823,1999,Africa,hydro,70.68426132263943,200883919.0,2.6524616090991096,648148316.0,372308147165.275,523849.718877
1832,2000,Africa,hydro,75.2458166108861,208604477.0,2.65051448502105,665327581.0,396810544343.938,564526.615857096
1841,2001,Africa,hydro,80.86411467131046,217045674.0,2.64959540283962,682956070.0,378359733583.336,573267.68746627
1850,2002,Africa,hydro,85.18146813381888,225886053.0,2.6517220939262,701066167.0,412465897700.994,571035.215555922
1859,2003,Africa,hydro,82.87260147112863,235096238.0,2.6602399142733,719716209.0,517212827881.005,625891.826328114
1868,2004,Africa,hydro,87.40546921542997,244719384.0,2.6770337751279,738983255.0,644304487627.321,690781.602733878
1877,2005,Africa,hydro,89.06573416796195,254841261.0,2.6984949746933,758924681.0,764713213465.115,663129.309701719
1886,2006,Africa,hydro,92.24055302449,265359797.0,2.7199193170000298,779566820.0,909081981434.464,695990.703858024
1895,2007,Africa,hydro,95.34056187249,275977884.0,2.73763755106971,800908534.0,1055254020414.74,721088.427042521
1904,2008,Africa,hydro,97.15720925054157,287747756.0,2.7514905965529297,822945457.0,1209764859134.98,754971.6491378909
1913,2009,Africa,hydro,99.76113688197474,300021875.0,2.75957012786571,845655214.0,1148078019919.25,743994.403343226
1922,2010,Africa,hydro,107.42683262094658,312834987.0,2.7635248518671,869025106.0,1369735391918.67,746611.911868295
1931,2011,Africa,hydro,110.45282102686511,326174892.0,2.7641394747000403,893046172.0,1552537242838.54,757777.9736951779
1940,2012,Africa,hydro,110.95230022522983,339900644.0,2.76366460926948,917726973.0,1635765918245.35,767551.980068843
1949,2013,Africa,hydro,117.67284640997875,354122414.0,2.75834728026459,943041070.0,1739513778367.17,784109.182285252
1958,2014,Africa,hydro,123.75779476261916,368874311.0,2.7484186876399703,968959787.0,1827031487774.01,822819.0340742429
1967,2015,Africa,hydro,120.270851995,384158105.0,2.73475652504038,995458478.0,1661740323494.26,
1976,2016,Africa,hydro,116.68881497411999,399973167.0,2.719155404089089,1022526541.0,1545944112397.67,
1985,2017,Africa,hydro,124.57816287869183,416329874.0,2.7018497703718705,1050153672.0,1679945005255.79,
1994,2018,Africa,hydro,132.84076933653085,433229303.0,2.68083126790228,1078306520.0,1699461795349.79,
2003,1982,Asia Pacific,hydro,279.79908498417916,467484920.0,1.63564711195407,1608678553.0,1957988285914.51,3279927.00974151
2012,1983,Asia Pacific,hydro,300.64712748643353,484360430.0,1.60761663365075,1634539937.0,2084048804226.94,3379308.41184069
2021,1984,Asia Pacific,hydro,297.16413534222323,501415053.0,1.50447697504011,1659131214.0,2232501979109.45,3613904.52075002
2030,1985,Asia Pacific,hydro,320.0130242287809,518997865.0,1.51667781231919,1684294889.0,2356153018861.55,3782659.9415098
2039,1986,Asia Pacific,hydro,328.12589044879513,537641932.0,1.58493279142166,1710989831.0,3079846933950.54,3913007.9855406
2048,1987,Asia Pacific,hydro,326.8457274410786,557248598.0,1.6412554587532198,1739071545.0,3616694140444.28,4093944.87805174
2057,1988,Asia Pacific,hydro,361.7550222147865,577402435.0,1.63064855390984,1767429690.0,4351569576481.54,4421226.09811271
2066,1989,Asia Pacific,hydro,387.9415511724784,597931847.0,1.56891321657045,1795159128.0,4531271742927.52,4559018.58064161
2075,1990,Asia Pacific,hydro,401.6706070338797,618773331.0,1.50594248600784,1822193192.0,4732335225532.58,4703785.13167394
2084,1991,Asia Pacific,hydro,413.5662257314533,640395173.0,1.4284432690383997,1848222188.0,5343085731008.26,4912997.30841039
2093,1992,Asia Pacific,hydro,403.9596354495441,661920340.0,1.31253391272456,1872480731.0,5837716046226.37,5156986.82439685
2102,1993,Asia Pacific,hydro,443.3110609524246,683765391.0,1.2505757529208,1895897521.0,6529005124704.31,5447899.73718718
2111,1994,Asia Pacific,hydro,446.1145361405246,706331364.0,1.2375247997383798,1919359723.0,7301176579946.07,5758134.25389388
2120,1995,Asia Pacific,hydro,486.7277747862742,729384273.0,1.2020536704781202,1942431457.0,8296083785441.65,6122092.9773114985
2129,1996,Asia Pacific,hydro,476.74403795150147,752839243.0,1.1694130528076698,1965146504.0,7992328893743.43,6413087.36897593
2138,1997,Asia Pacific,hydro,479.22671996815114,776355965.0,1.12811222750445,1987315562.0,7647524374400.17,6523428.28242819
2147,1998,Asia Pacific,hydro,510.29949280204,800178870.0,1.07632262379475,2008705489.0,6856985467434.18,6184239.13673583
2156,1999,Asia Pacific,hydro,502.86695709311164,823921905.0,0.992917334533146,2028650274.0,7655807408380.83,6313362.34652766
2165,2000,Asia Pacific,hydro,524.4334287015416,848148025.0,0.936082736555505,2047640119.0,8281309000052.6,6547512.56528968
2174,2001,Asia Pacific,hydro,573.0881549565235,876209820.0,0.89234220556898,2065912076.0,7702594292620.73,6681613.48013782
2183,2002,Asia Pacific,hydro,580.6822800134881,906126769.0,0.836145748924906,2083186112.0,7825085614731.88,7132996.3231742
2192,2003,Asia Pacific,hydro,595.3133996508776,936055652.0,0.78803938378023,2099602439.0,8602544831389.09,7900304.85077778
2201,2004,Asia Pacific,hydro,683.7196615458773,966147698.0,0.755199017941322,2115458616.0,9647688135570.9,8716017.43856854
2210,2005,Asia Pacific,hydro,727.4188055592141,996426782.0,0.7415988136730359,2131146832.0,10294176822671.1,9373914.30299666
2219,2006,Asia Pacific,hydro,800.6490448853621,1026344210.0,0.731870876553458,2146744075.0,10917624046693.7,10029012.4179611
